VesselName	ShipType	IMO	Built	DWT	Destination	ETA
SONCHE TRADER	CONTAINER SHIP	9437048	2008	17200	HAMBURG	11 February 2015 01:00
KING BYRON	CONTAINER SHIP	9357781	2007	24200	PIRAEUS	11 February 2015 01:00
ANNA SCHULTE	CONTAINER SHIP	9215878	2001	34717	LE HAVRE	10 February 2015 19:30
CATHARINA SCHULTE	CONTAINER SHIP	9302956	2006	34600	LIVORNO	10 February 2015 18:00
GUTHORM MAERSK	CONTAINER SHIP	9359040	2011	100000	SUEZ CANAL	10 February 2015 17:00
DUBLIN EXPRESS	CONTAINER SHIP	9232577	2002	51000	ANTWERP	10 February 2015 15:00
COSCO GUANGZHOU	CONTAINER SHIP	9305570	2006	101000	SUEZ CANAL	10 February 2015 14:00
MSC GIOVANNA	CONTAINER SHIP	8505836	1987	25904	NAPOLI	10 February 2015 13:00
MSC BELLATRIX	CONTAINER SHIP	9232096	2002	52700	GIOIA TAURO	10 February 2015 10:00
CMA CGM FLORIDA	CONTAINER SHIP	9348704	2008	65845	NEW YORK	10 February 2015 06:00
EVER DIADEM	CONTAINER SHIP	9134270	1998	55604	NORFOLK	10 February 2015 02:00
HANJIN DURBAN	CONTAINER SHIP	9375513	2008	50632	PANAMA CANAL	10 February 2015 02:00
OOCL NEW ZEALAND	CONTAINER SHIP	9445514	2009	50500	KAO HSIUNG	09 February 2015 21:00
ADELHEID-S.	CONTAINER SHIP	9303766	2006	44052	ALGECIRAS	09 February 2015 18:30
MAERSK KLAIPEDA	CONTAINER SHIP	9211482	2001	87343	SUEZ CANAL	09 February 2015 18:00
CAP PASLEY	CONTAINER SHIP	9344655	2007	22000	LONG BEACH	09 February 2015 14:00
ZIM ISTANBUL	CONTAINER SHIP	9456989	2009	53685	PUSAN	09 February 2015 14:00
APL SENTOSA	CONTAINER SHIP	9632040	0	0	SOUTHAMPTON	09 February 2015 12:00
CMA CGM THALASSA	CONTAINER SHIP	9356294	2008	115000	LE HAVRE	09 February 2015 11:00
CSAV RANQUIL	CONTAINER SHIP	9346005	2008	42000	NEW YORK	09 February 2015 09:00
ZIM MONACO	CONTAINER SHIP	9389708	2008	50632	VALENCIA	09 February 2015 06:00
SEALAND INTREPID	CONTAINER SHIP	9143025	1997	59840	OAKLAND	09 February 2015 05:00
MAERSK NITEROI	CONTAINER SHIP	9434943	2009	0	ROTTERDAM	09 February 2015 03:30
HANJIN AFRICA	CONTAINER SHIP	9502910	2011	0	LE HAVRE	09 February 2015 03:00
MSC MANU	CONTAINER SHIP	8613322	1989	60639	GIOIA TAURO	08 February 2015 22:00
WILLIAM STRAIT	CONTAINER SHIP	9436068	2009	23400	KAO HSIUNG	08 February 2015 22:00
MSC SILVANA	CONTAINER SHIP	9309459	2006	100000	CHARLESTON	08 February 2015 22:00
MSC FEDERICA	CONTAINER SHIP	8715869	1990	60350	PORT EVERGLADES	08 February 2015 21:00
KEMAL A	CONTAINER SHIP	9236042	2002	36019	DAKAR	08 February 2015 20:15
VEGA EPSILON	CONTAINER SHIP	9330238	2007	13700	GIOIA TAURO	08 February 2015 17:00
PUCCINI	CONTAINER SHIP	9246322	2003	33800	BRISBANE	08 February 2015 17:00
SCARLET EAGLE	CONTAINER SHIP	9687693			SINGAPORE	08 February 2015 16:00
APL CHONGQING	CONTAINER SHIP	9461867	2011		SUEZ CANAL	08 February 2015 15:00
CELINA STAR	CONTAINER SHIP	9210086	2001	40018	LE HAVRE	08 February 2015 11:00
MSC EMANUELA	CONTAINER SHIP	9399052	2009	0	GIOIA TAURO	08 February 2015 11:00
MSC NORA	CONTAINER SHIP	9163207	1999	29240	PORT EVERGLADES	08 February 2015 11:00
HANSA ARENDAL	CONTAINER SHIP	9221059	2001	20700	NORFOLK	08 February 2015 10:00
PARTICI	CONTAINER SHIP	9419785	2009	41500	BREMERHAVEN	08 February 2015 07:00
MSC MARIA PIA	CONTAINER SHIP	9155107	1997	40117	NEW YORK	08 February 2015 07:00
MSC SAVONA	CONTAINER SHIP	9460356	2010	0	PIRAEUS	08 February 2015 06:00
LOA	CONTAINER SHIP	9290804	2005	51870	PORT EVERGLADES	08 February 2015 05:00
E.R. BERLIN	CONTAINER SHIP	9214214	2000	67566	SANTOS	08 February 2015 04:00
MSC CAITLIN	CONTAINER SHIP	9169043	1998	14310	HAIFA	07 February 2015 23:00
MAERSK STOCKHOLM	CONTAINER SHIP	9352042	2008	102000	SUEZ CANAL	07 February 2015 19:00
CMA CGM ALMAVIVA	CONTAINER SHIP	9450648	2010	0	PORT SAID	07 February 2015 18:00
HYUNDAI OAKLAND	CONTAINER SHIP	9385013	2008	79000	MELBOURNE	07 February 2015 18:00
COSCO OCEANIA	CONTAINER SHIP	9334923	2008	115000	PUSAN	07 February 2015 18:00
NEW YORK EXPRESS	CONTAINER SHIP	9501332	2010		PORT SAID	07 February 2015 17:00
CMA CGM CORTE REAL	CONTAINER SHIP	9454400	2010	0	SUEZ CANAL	07 February 2015 17:00
MSC ARIANE	CONTAINER SHIP	9484443	2011	0	PORT SAID	07 February 2015 16:30
OOCL AMERICA	CONTAINER SHIP	9102291	1995	67741	BRISBANE	07 February 2015 15:30
MOL MATRIX	CONTAINER SHIP	9424924	2010	0	JACKSONVILLE	07 February 2015 13:00
APL CHINA	CONTAINER SHIP	9074389	1995	66520	OAKLAND	07 February 2015 12:00
APL MELBOURNE	CONTAINER SHIP	9431812	2009	0	CHARLESTON	07 February 2015 09:00
TASMAN STRAIT	CONTAINER SHIP	9351218	2008	21700	LISBOA	07 February 2015 06:00
MAERSK DUNCAN	CONTAINER SHIP	9297852	2005	52450	AUCKLAND	07 February 2015 05:30
TEXAS	CONTAINER SHIP	9398228	2009	79560	TANGER	07 February 2015 05:00
GERD MAERSK	CONTAINER SHIP	9320245	2006	105750	GOTEBORG	07 February 2015 02:30
CORCOVADO	CONTAINER SHIP	9241463	2003	34100	NEW YORK	06 February 2015 19:00
MSC ALTAIR	CONTAINER SHIP	9465277	2010	0	SUEZ CANAL	06 February 2015 18:30
MSC BRINDISI	CONTAINER SHIP	9225079	2001	69000	SUEZ CANAL	06 February 2015 18:30
MAERSK TAIKUNG	CONTAINER SHIP	9334662	2007	100000	VALENCIA	06 February 2015 18:30
MSC ARUSHI R.	CONTAINER SHIP	9244881	2002	52800	ROTTERDAM	06 February 2015 17:00
MSC SONIA	CONTAINER SHIP	9404663	2010	0	PORT SAID	06 February 2015 16:30
ITAL UNICA	CONTAINER SHIP	9196981	2001	63216	PORT SAID	06 February 2015 16:00
APL SINGAPORE	CONTAINER SHIP	9074547	1995	66520	OAKLAND	06 February 2015 15:00
MAERSK WYOMING	CONTAINER SHIP	9105932	1996	62418	VALENCIA	06 February 2015 12:30
XIN YAN TIAN	CONTAINER SHIP	9234367	2004	69000	SHANGHAI	06 February 2015 01:00
MSC FABIOLA	CONTAINER SHIP	9447847	2010		GIOIA TAURO	05 February 2015 22:00
SPRING SUNSHINE	CONTAINER SHIP	9628049			PORT SAID	05 February 2015 21:00
SEALAND CHARGER	CONTAINER SHIP	9143001	1997	59840	OAKLAND	05 February 2015 18:00
UASC JEDDAH	CONTAINER SHIP	9445576	2009	59000	SAVANNAH	05 February 2015 17:15
MAERSK BRATAN	CONTAINER SHIP	9394894	2009	0	AUCKLAND	05 February 2015 17:00
MSC INGRID	CONTAINER SHIP	9181651	1999	67000	SAVANNAH	05 February 2015 16:00
GRASMERE MAERSK	CONTAINER SHIP	9193276	2000	62242	SAVANNAH	05 February 2015 12:00
ZIM SHANGHAI	CONTAINER SHIP	9231822	2002	54760	SAVANNAH	05 February 2015 07:00
CSL VIRGINIA	CONTAINER SHIP	9289568	2005	67170	CAGLIARI	05 February 2015 06:00
CAP BEAUFORT	CONTAINER SHIP	9275024	2003	34567	HAMBURG	05 February 2015 03:00
THEKLA SCHULTE	CONTAINER SHIP	9215919	2001	34717	BREMERHAVEN	05 February 2015 01:30
HYUNDAI FAITH	CONTAINER SHIP	9347554	2008	101000	PUSAN	04 February 2015 23:00
CMA CGM VIRGINIA	CONTAINER SHIP	9351139	2008	65845	JACKSONVILLE	04 February 2015 22:30
MARE CARIBICUM	CONTAINER SHIP	9235086	2000	52250	LAS PALMAS	04 February 2015 22:00
SANTA REGINA	CONTAINER SHIP	9293167	2005	64660	AUCKLAND	04 February 2015 21:00
MSC PAMELA	CONTAINER SHIP	9290531	2005	108200	HAIFA	04 February 2015 18:00
WEHR WESER	CONTAINER SHIP	9236690	2001	33750	ALGECIRAS	04 February 2015 18:00
HANJIN UNITED KINGDO	CONTAINER SHIP	9406738	2010		SUEZ CANAL	04 February 2015 15:00
ER CALAIS	CONTAINER SHIP	9301445	2005	33870	SETUBAL	04 February 2015 12:00
ANNA MAERSK	CONTAINER SHIP	9260421	2003	105750	SAVANNAH	04 February 2015 12:00
MAERSK DAMIETTA	CONTAINER SHIP	9348675	2008	67500	HOUSTON	04 February 2015 09:30
CORAL CHIEF	CONTAINER SHIP	8809191	1990	10553	MELBOURNE	04 February 2015 08:00
APL CYPRINE	CONTAINER SHIP	9139725	1997	64145	CAGLIARI	04 February 2015 07:00
CHASTINE MAERSK	CONTAINER SHIP	9219800	2001	104690	MARSAXLOKK	04 February 2015 06:00
GREENWICH PARK	CONTAINER SHIP	9290488	2005	93000	PORT SAID	04 February 2015 02:00
CLIPPER	CONTAINER SHIP	9354674	2008	23980	PIRAEUS	04 February 2015 01:00
MAERSK TAURUS	CONTAINER SHIP	9334674	2008	100000	GENOVA	03 February 2015 16:30
MSC CAROLINA	CONTAINER SHIP	9295397	2005	72000	NEW YORK	03 February 2015 15:00
EVER UNION	CONTAINER SHIP	9116618	1997	63388	TACOMA	03 February 2015 12:00
MAERSK NIENBURG	CONTAINER SHIP	9446104	2011	0	ROTTERDAM	03 February 2015 10:30
KLAUS J	CONTAINER SHIP	9138240	1997	26262	GIBRALTAR	03 February 2015 08:00
JANUS	CONTAINER SHIP	9226516	2001	33900	SINES	03 February 2015 06:00
MAERSK VILNIUS	CONTAINER SHIP	9408956	2009	22000	CHARLESTON	03 February 2015 05:00
JOHANNES MAERSK	CONTAINER SHIP	9215189	2001	33855	ALGECIRAS	03 February 2015 02:00
YM ELIXIR	CONTAINER SHIP	9353266	2008	51870	SAVANNAH	03 February 2015 02:00
ELEONORA MAERSK	CONTAINER SHIP	9321500	2007	105750	SUEZ CANAL	02 February 2015 19:00
COSCO KAOHSIUNG	CONTAINER SHIP	9355563	2008	115000	BARCELONA	02 February 2015 17:00
CSCL ZEEBRUGGE	CONTAINER SHIP	9314234	2007	108330	LE HAVRE	02 February 2015 15:30
NILEDUTCH CAPE TOWN	CONTAINER SHIP	9158513	1998	33738	LE HAVRE	02 February 2015 15:00
A.P. MOLLER	CONTAINER SHIP	9214898	2000	104696	LOS ANGELES	02 February 2015 12:00
CSAV RECIFE	CONTAINER SHIP	9437050	2008	0	BREMERHAVEN	02 February 2015 10:00
HANJIN SAN DIEGO	CONTAINER SHIP	9141302	1997	63520	PANAMA CANAL	02 February 2015 07:00
ALDEBARAN	CONTAINER SHIP	9301990	2008	35000	VITORIA	01 February 2015 13:32
JOSEPHINE MAERSK	CONTAINER SHIP	9215191	2002	33855	AUCKLAND	01 February 2015 13:00
COSCO GLORY	CONTAINER SHIP	9466245	2011		LOS ANGELES	01 February 2015 12:00
MSC BARBARA	CONTAINER SHIP	9226932	2002	85250	LE HAVRE	01 February 2015 11:30
CMA CGM CASSIOPEIA	CONTAINER SHIP	9410765	2009		SOUTHAMPTON	01 February 2015 09:00
CAP TALBOT	CONTAINER SHIP	9227273	2001	50200	LE HAVRE	01 February 2015 06:00
XUTRA BHUM	CONTAINER SHIP	9308675	2005	31300	SINGAPORE	01 February 2015 03:45
NORA MAERSK	CONTAINER SHIP	9192478	2000	30420	ALGECIRAS	31 January 2015 18:30
OOCL KAOHSIUNG	CONTAINER SHIP	9307009	2006	66500	DAMIETTA	31 January 2015 15:00
MSC ITEA	CONTAINER SHIP	9157698	1998	48304	VALENCIA	31 January 2015 14:00
GAS SERENITY	CONTAINER SHIP	8902565	1991	67680	CHIBA	31 January 2015 10:00
CMA CGM MARLIN	CONTAINER SHIP	9330989	2007	53390	JACKSONVILLE	31 January 2015 07:00
MSC NURIA	CONTAINER SHIP	9349825	2008	63300	PANAMA CANAL	31 January 2015 05:00
CAPE FRANKLIN	CONTAINER SHIP	9359301	2006	20250	PUSAN	31 January 2015 02:00
CAP PALMERSTON	CONTAINER SHIP	9344643	2007		LONG BEACH	30 January 2015 10:00
GRACE	CONTAINER SHIP	9486300			CASABLANCA	30 January 2015 07:00
OOCL MIAMI	CONTAINER SHIP	9477892	2011		KAO HSIUNG	30 January 2015 05:00
COSCO GENOA	CONTAINER SHIP	9484326	2012		BALBOA	30 January 2015 03:00
